ticker,expiry,spot,side,strike,iv,volume,openInterest,bid,ask
IRWD,2026-08-21,4.150000095367432,C,3.0,1.0000000000000003e-05,1,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,C,4.0,1.0000000000000003e-05,42,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,C,5.0,0.2500075,376,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,C,6.0,0.500005,5,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,C,7.0,0.500005,2,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,C,8.0,0.500005,1,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,C,10.0,0.500005,1,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,P,1.0,0.500005,4,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,P,2.0,0.500005,25,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,P,3.0,0.500005,463,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,P,4.0,0.062509375,149,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,P,5.0,1.0000000000000003e-05,1,0,0.0,0.0
IRWD,2026-08-21,4.150000095367432,P,6.0,4.523441845703125,1,4,2.4,3.4
IRWD,2026-08-21,4.150000095367432,P,10.0,1.0000000000000003e-05,2,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,125.0,1.0000000000000003e-05,17.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,130.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,135.0,1.0000000000000003e-05,6.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,140.0,1.0000000000000003e-05,6.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,145.0,1.0000000000000003e-05,2.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,150.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,155.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,160.0,1.0000000000000003e-05,2.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,165.0,1.0000000000000003e-05,2.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,170.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,175.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,180.0,1.0000000000000003e-05,3.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,185.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,187.5,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,190.0,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,192.5,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,195.0,1.0000000000000003e-05,4.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,200.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,205.0,1.0000000000000003e-05,3.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,207.5,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,210.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,212.5,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,215.0,1.0000000000000003e-05,15.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,217.5,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,220.0,1.0000000000000003e-05,10.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,222.5,1.0000000000000003e-05,20.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,225.0,1.0000000000000003e-05,15.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,227.5,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,230.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,232.5,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,235.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,237.5,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,240.0,1.0000000000000003e-05,18.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,242.5,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,245.0,1.0000000000000003e-05,13.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,247.5,1.0000000000000003e-05,25.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,250.0,1.0000000000000003e-05,7.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,252.5,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,255.0,1.0000000000000003e-05,13.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,257.5,1.0000000000000003e-05,10.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,260.0,1.0000000000000003e-05,11.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,262.5,1.0000000000000003e-05,16.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,265.0,1.0000000000000003e-05,26.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,267.5,1.0000000000000003e-05,12.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,270.0,1.0000000000000003e-05,60.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,272.5,1.0000000000000003e-05,19.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,275.0,1.0000000000000003e-05,42.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,277.5,1.0000000000000003e-05,20.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,280.0,1.0000000000000003e-05,549.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,282.5,1.0000000000000003e-05,15.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,285.0,0.0312596875,132.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,287.5,0.062509375,189.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,290.0,0.062509375,1320.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,292.5,0.12500875,48.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,295.0,0.12500875,117.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,297.5,0.12500875,18.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,300.0,0.12500875,1033.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,302.5,0.2500075,67.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,305.0,0.2500075,651.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,307.5,0.2500075,13.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,310.0,0.2500075,146.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,315.0,0.2500075,535.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,320.0,0.2500075,1815.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,322.5,0.500005,62.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,325.0,0.500005,799.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,327.5,0.500005,8.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,330.0,0.500005,555.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,335.0,0.500005,397.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,337.5,0.500005,12.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,340.0,0.500005,1877.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,345.0,0.500005,183.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,347.5,0.500005,11.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,350.0,0.500005,459.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,C,360.0,0.500005,951.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,125.0,0.500005,2.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,130.0,0.500005,18.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,135.0,0.500005,7.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,140.0,0.500005,44.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,145.0,0.500005,2.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,150.0,0.500005,7.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,155.0,1.000005,2.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,160.0,0.500005,3.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,165.0,0.500005,26.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,170.0,0.500005,22.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,175.0,0.500005,51.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,177.5,0.500005,4.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,180.0,0.500005,106.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,182.5,0.500005,60.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,185.0,0.500005,51.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,187.5,0.500005,20.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,190.0,0.500005,79.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,192.5,0.500005,56.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,195.0,0.500005,42.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,197.5,0.500005,24.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,200.0,0.500005,1707.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,202.5,0.500005,83.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,205.0,0.500005,30.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,207.5,0.500005,98.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,210.0,0.500005,148.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,212.5,0.500005,57.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,215.0,0.500005,208.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,217.5,0.500005,40.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,220.0,0.500005,2181.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,222.5,0.500005,151.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,225.0,0.500005,252.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,227.5,0.500005,86.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,230.0,0.500005,312.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,232.5,0.500005,88.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,235.0,0.500005,410.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,237.5,0.500005,36.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,240.0,0.500005,1544.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,242.5,0.500005,127.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,245.0,0.500005,251.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,247.5,0.500005,34.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,250.0,0.500005,409.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,252.5,0.2500075,23.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,255.0,0.2500075,82.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,257.5,0.2500075,56.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,260.0,0.2500075,1169.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,262.5,0.2500075,47.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,265.0,0.2500075,1734.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,267.5,0.12500875,8.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,270.0,0.12500875,81.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,272.5,0.12500875,502.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,275.0,0.12500875,2714.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,277.5,0.062509375,13.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,280.0,0.0312596875,915.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,282.5,0.007822421875,27.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,285.0,1.0000000000000003e-05,300.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,295.0,1.0000000000000003e-05,10.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,297.5,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,300.0,1.0000000000000003e-05,83.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,305.0,1.0000000000000003e-05,71.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,320.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,325.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,330.0,1.0000000000000003e-05,10.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,335.0,1.0000000000000003e-05,5.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,340.0,1.0000000000000003e-05,10.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,342.5,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,345.0,1.0000000000000003e-05,,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,350.0,1.0000000000000003e-05,1.0,0,0.0,0.0
DDOG,2026-08-07,283.1700134277344,P,360.0,1.0000000000000003e-05,1.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,70.0,1.0000000000000003e-05,1.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,80.0,1.0000000000000003e-05,3.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,85.0,1.0000000000000003e-05,15.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,90.0,1.0000000000000003e-05,40.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,95.0,0.0312596875,108.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,100.0,0.12500875,133.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,105.0,0.12500875,1.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,110.0,0.2500075,11.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,115.0,0.2500075,3.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,120.0,0.2500075,1.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,C,125.0,0.2500075,,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,50.0,2.080082924804687,,10,0.0,2.15
TIGO,2026-08-21,91.79000091552734,P,65.0,0.2500075,1.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,70.0,0.2500075,1.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,75.0,0.2500075,4.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,80.0,0.12500875,1.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,85.0,0.062509375,3.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,90.0,0.0312596875,40.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,95.0,1.0000000000000003e-05,3.0,0,0.0,0.0
TIGO,2026-08-21,91.79000091552734,P,100.0,1.0000000000000003e-05,10.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,5.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,6.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,7.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,8.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,9.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,10.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,12.0,1.0000000000000003e-05,40.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,13.0,1.0000000000000003e-05,5.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,14.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,15.0,1.0000000000000003e-05,21.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,16.0,0.007822421875,9.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,17.0,0.12500875,3.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,C,19.0,0.2500075,38.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,5.0,0.500005,,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,11.0,0.500005,,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,12.0,0.2500075,1.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,13.0,0.2500075,10.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,15.0,0.062509375,1.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,17.0,1.0000000000000003e-05,,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,18.0,1.0000000000000003e-05,4.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,19.0,1.0000000000000003e-05,2.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,20.0,1.0000000000000003e-05,4.0,0,0.0,0.0
ARLO,2026-08-21,15.930000305175781,P,21.0,1.0000000000000003e-05,6.0,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,3.0,1.0000000000000003e-05,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,4.0,1.0000000000000003e-05,5,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,4.5,1.0000000000000003e-05,7,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,5.0,1.0000000000000003e-05,4,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,7.0,1.0000000000000003e-05,3,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,7.5,1.0000000000000003e-05,160,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,8.0,0.12500875,1310,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,8.5,0.500005,111,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,9.0,0.500005,248,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,9.5,0.500005,59,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,10.0,0.500005,92,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,10.5,0.500005,54,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,11.0,0.500005,54,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,11.5,0.500005,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,12.0,0.500005,1,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,12.5,0.500005,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,13.0,0.500005,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,13.5,0.500005,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,14.0,0.500005,20,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,14.5,0.500005,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,15.0,0.500005,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,C,19.0,0.500005,1,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,3.0,0.500005,1,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,4.0,0.500005,6,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,5.0,0.500005,18,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,5.5,0.500005,25,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,6.0,0.500005,10,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,6.5,0.500005,85,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,7.0,0.500005,116,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,7.5,0.12500875,100,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,8.0,1.0000000000000003e-05,135,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,8.5,1.0000000000000003e-05,1,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,9.0,1.0000000000000003e-05,21,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,10.0,1.0000000000000003e-05,3,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,10.5,1.0000000000000003e-05,2,0,0.0,0.0
NVAX,2026-08-07,7.699999809265137,P,14.0,1.0000000000000003e-05,3,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,115.0,1.0000000000000003e-05,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,120.0,1.0000000000000003e-05,10.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,125.0,1.0000000000000003e-05,,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,130.0,1.0000000000000003e-05,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,135.0,1.0000000000000003e-05,,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,140.0,1.0000000000000003e-05,4.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,150.0,1.0000000000000003e-05,4.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,155.0,1.0000000000000003e-05,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,160.0,1.0000000000000003e-05,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,165.0,1.0000000000000003e-05,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,167.5,1.0000000000000003e-05,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,170.0,1.0000000000000003e-05,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,177.5,1.0000000000000003e-05,,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,180.0,1.0000000000000003e-05,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,185.0,1.0000000000000003e-05,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,187.5,1.0000000000000003e-05,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,190.0,1.0000000000000003e-05,6.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,192.5,1.0000000000000003e-05,5.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,195.0,0.0312596875,14.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,197.5,0.062509375,6.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,200.0,0.12500875,18.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,202.5,0.12500875,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,205.0,0.2500075,5.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,207.5,0.2500075,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,210.0,0.2500075,8.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,212.5,0.2500075,22.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,215.0,0.2500075,140.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,217.5,0.2500075,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,220.0,0.500005,23.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,222.5,0.500005,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,225.0,0.500005,3.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,227.5,0.500005,11.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,230.0,0.500005,6.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,232.5,0.500005,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,235.0,0.500005,40.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,240.0,0.500005,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,245.0,0.500005,78.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,247.5,0.500005,13.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,250.0,0.500005,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,255.0,0.500005,35.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,260.0,0.500005,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,265.0,0.500005,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,270.0,0.500005,31.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,275.0,0.500005,11.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,280.0,0.500005,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,C,285.0,0.500005,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,120.0,0.500005,,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,125.0,0.500005,,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,130.0,0.500005,23.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,135.0,0.500005,10.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,140.0,0.500005,8.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,144.0,0.500005,,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,145.0,0.500005,10.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,150.0,0.500005,27.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,152.5,0.500005,,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,155.0,0.500005,1.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,157.5,0.500005,2.0,0,0.0,0.0
TWLO,2026-08-07,193.22000122070312,P,160.0,0.500005,18.0,0,0.0,0.0
